Manufacturing,102083.31
Services Providers,507190
Services Providers,146528
Manufacturing,138744
Services Providers,87758
Construction,86907
Wholesale & Trade,255871.91
Construction,77217
Wholesale & Trade,264375.35
Construction,501894
Services Providers,124610
Services Providers,11505
Services Providers,108261.29
Services Providers,150330.7
Services Providers,25606
Manufacturing,76673.77
Wholesale & Trade,54656
Manufacturing,59743.34
Services Providers,79176
Services Providers,141216.74
Services Providers,327687.62
Services Providers,39051
Services Providers,32277
Services Providers,106847.39
Services Providers,657168
Services Providers,731779
Services Providers,25000
Wholesale & Trade,47498.65
Construction,55071.97
Services Providers,111634
Construction,22354
Services Providers,165873
Manufacturing,45956
Wholesale & Trade,39953.33
Construction,116666.68
Services Providers,160714.26
Construction,145453.48
Services Providers,292984.02
Services Providers,46262
Services Providers,142857.16
Manufacturing,107142.84
Services Providers,122857
Wholesale & Trade,151487
Manufacturing,113775.44
Services Providers,1000000
Wholesale & Trade,34884.91
Services Providers,179117
Manufacturing,14285.71
Construction,50000.02
Services Providers,57142.88
Manufacturing,1974508
Services Providers,93674.01
Services Providers,312010.29
Manufacturing,140240
Wholesale & Trade,97911.81
Services Providers,23548
Services Providers,133333.32
Services Providers,106666.64
Services Providers,428571.44
Construction,214285.72
Services Providers,116666.64
Construction,57142.86
Manufacturing,286665.7
Manufacturing,214285.68
Services Providers,285714.28
Manufacturing,142857.12
Manufacturing,64285.74
Manufacturing,57142.84
Construction,133333.34
Manufacturing,142857.12
Wholesale & Trade,57142.8
Wholesale & Trade,85714.29
Services Providers,99791.89
Construction,142857.12
Services Providers,285714.3
"Agriculture, Forestry, Fishing and Hunting",355649
Manufacturing,148148.16
Services Providers,816860
"Agriculture, Forestry, Fishing and Hunting",62748
Manufacturing,785717
Wholesale & Trade,179198
Wholesale & Trade,228204.54
Services Providers,132217
Services Providers,189982
Wholesale & Trade,1215967
Services Providers,214285.76
Services Providers,107108.8
Manufacturing,125520
Wholesale & Trade,679866
Construction,9223
Construction,109889
Wholesale & Trade,80000
Construction,256851
Services Providers,89073
Construction,97142.86
"Agriculture, Forestry, Fishing and Hunting",4174658
Construction,39133
Wholesale & Trade,609995.46
Manufacturing,188727
Construction,104289.77
Construction,148867.36
Manufacturing,333333.36
Construction,990404
Manufacturing,263438.31
Manufacturing,857142.88
Manufacturing,100000
Construction,1436776
Services Providers,432525
Construction,625000.02
Manufacturing,127536.08
Wholesale & Trade,434782.6
Services Providers,31235.08
Construction,36835
Services Providers,31260.35
Wholesale & Trade,654142.86
Manufacturing,88981
Construction,47073.4
Construction,897727
Manufacturing,334285.72
Manufacturing,114271.85
Services Providers,100000
Manufacturing,159237.23
Services Providers,57142.86
Services Providers,134043
Manufacturing,767563.25
Services Providers,189444.66
Construction,1678821.35
Manufacturing,11459.86
Manufacturing,87217.57
Services Providers,1095202.27
Services Providers,100000
Wholesale & Trade,94541
Construction,85714.32
Manufacturing,333333.33
Manufacturing,114285.72
Services Providers,222643.38
"Agriculture, Forestry, Fishing and Hunting",71428.56
Services Providers,250000
Services Providers,232000
Services Providers,22861.53
Construction,125000
Services Providers,250000
Construction,85714.29
Manufacturing,11394
Manufacturing,100000
Construction,413360
Manufacturing,536762.6
"Agriculture, Forestry, Fishing and Hunting",794481
Manufacturing,1247636
Services Providers,611126
Construction,119200.26
Services Providers,188124.23
Manufacturing,185738.62
Services Providers,75000
Wholesale & Trade,2062023.17
Services Providers,1527606
Manufacturing,33727
Services Providers,107001.79
Services Providers,24550.28
Manufacturing,45946
Wholesale & Trade,318076.56
Wholesale & Trade,141633.16
Services Providers,147547.84
Services Providers,171428.58
Construction,25000
Services Providers,597422.24
Wholesale & Trade,196920.96
Services Providers,99649.43
Services Providers,85714.32
Wholesale & Trade,140788.58
Manufacturing,116248.49
Manufacturing,13871
Services Providers,654884
Construction,266666.67
Services Providers,287449
Manufacturing,428571.42
Manufacturing,428571.42
Manufacturing,614784.6
Construction,87385.61
Services Providers,85714.28
Construction,634832
Services Providers,539482.95
"Agriculture, Forestry, Fishing and Hunting",272799.06
"Agriculture, Forestry, Fishing and Hunting",194643.55
Services Providers,150542.82
Services Providers,99987.49
Manufacturing,94301.4
Services Providers,78783
Wholesale & Trade,31639
Wholesale & Trade,285714.32
Wholesale & Trade,26969
Construction,140472.71
Services Providers,178144.37
Services Providers,155740.47
Services Providers,34522.28
Construction,278816.79
Wholesale & Trade,33993
Manufacturing,55142.86
Services Providers,315424.4
"Agriculture, Forestry, Fishing and Hunting",429375
Construction,173942.07
Manufacturing,39910
Services Providers,19533
Manufacturing,305627
Construction,94224.96
Construction,57142.84
Manufacturing,106512.64
Manufacturing,39979
Services Providers,57162
Services Providers,196201.27
Manufacturing,250000
Construction,85727.19
Manufacturing,85714.26
Manufacturing,92777.38
Construction,121000
Construction,38069
Services Providers,23398
Wholesale & Trade,43287
Services Providers,115466.93
Services Providers,21364
Wholesale & Trade,57142.84
Services Providers,180036.49
Services Providers,65791
Manufacturing,96250.31
Services Providers,84854.15
Manufacturing,73327.83
Services Providers,57830
Services Providers,72727.28
Construction,138714.29
Services Providers,79756.18
Services Providers,159312
Manufacturing,49298.28
Manufacturing,171139
Services Providers,137625
Manufacturing,67267.86
Services Providers,68571.44
Wholesale & Trade,117275.12
Manufacturing,291769.12
Wholesale & Trade,82257.12
Construction,56955
Manufacturing,102080
"Agriculture, Forestry, Fishing and Hunting",283025.59
Construction,714586.78
Construction,58333.34
Manufacturing,1375524.55
Manufacturing,157119.67
Manufacturing,142857.16
Construction,625000
Services Providers,100000
Services Providers,1085916
Wholesale & Trade,144217
Manufacturing,94857.13
Manufacturing,35429
Wholesale & Trade,500000.04
Construction,163037
Services Providers,372250.86
Construction,269996.61
Wholesale & Trade,754417
Services Providers,1232649.69
Construction,358471
Services Providers,175436.69
Manufacturing,136697.34
Services Providers,215807.01
Manufacturing,124459.1
Services Providers,15877
Services Providers,185714.29
Construction,134786.21
"Agriculture, Forestry, Fishing and Hunting",714285.72
Wholesale & Trade,90714.23
Construction,14285.71
Manufacturing,65151.22
Manufacturing,109356.99
Services Providers,46623
Manufacturing,78187
Construction,299999.97
Manufacturing,427178.45
Construction,132064.32
Construction,66666.67
Services Providers,43983.86
Services Providers,512423
Services Providers,2244564.37
Wholesale & Trade,48221.3
Wholesale & Trade,245120
Services Providers,100384
Services Providers,170919.02
Services Providers,113933.71
Services Providers,1229453.11
Construction,1363166.6
Manufacturing,1002816.11
Construction,1041294.39
Services Providers,411721.83
Services Providers,190000.01
Construction,76505.65
Services Providers,154131
Construction,102242
Services Providers,299892.02
Wholesale & Trade,62382
Construction,125000
Manufacturing,85714.32
Services Providers,136636
Wholesale & Trade,191853.19
Services Providers,410271.75
Wholesale & Trade,171428.58
Construction,2881090
Manufacturing,640000
Services Providers,718717.54
Manufacturing,100000
Manufacturing,344827.6
Wholesale & Trade,694333.35
Manufacturing,709236.81
Services Providers,582154.26
Wholesale & Trade,94421
Services Providers,66397.9
Services Providers,2080226
Services Providers,54003.25
Construction,55000
Manufacturing,445108.34
Manufacturing,40857.14
Services Providers,78877.63
Services Providers,252020.6
Construction,1826918.34
Wholesale & Trade,896350.07
Services Providers,121248.75
Manufacturing,285714.28
Services Providers,100000
Services Providers,49000
Services Providers,90245
Services Providers,287181
Services Providers,696548
Manufacturing,82264
Wholesale & Trade,33526
Construction,182516.04
Services Providers,44710
Manufacturing,1045520
Services Providers,95472
Services Providers,381331
Services Providers,35585.32
Services Providers,180106.6
Services Providers,59280.61
Services Providers,189727.31
Wholesale & Trade,136924.35
Wholesale & Trade,259194.34
Services Providers,82078.99
Manufacturing,151000
Manufacturing,25714.28
Construction,155951
Wholesale & Trade,106007.74
Manufacturing,711713.22
Services Providers,172093.3
Manufacturing,33333.33
Construction,98917.2
Manufacturing,122859.09
Services Providers,105541.19
Services Providers,174640.36
Wholesale & Trade,100000
Manufacturing,89309
Manufacturing,1825305
"Agriculture, Forestry, Fishing and Hunting",28410
Construction,28571.43
Wholesale & Trade,33333.34
Construction,715685
Manufacturing,74849.48
Services Providers,132027.12
Wholesale & Trade,136587.1
Wholesale & Trade,55407.03
Manufacturing,64328
Wholesale & Trade,145792.37
Manufacturing,164225.84
Services Providers,29062
Services Providers,58349.43
Construction,142857.1
Manufacturing,9054.67
Manufacturing,416666.68
Manufacturing,110682
Manufacturing,290661.95
Wholesale & Trade,86104
Services Providers,1214938
Services Providers,301960.92
Manufacturing,57063.1
Manufacturing,137500.09
"Agriculture, Forestry, Fishing and Hunting",1362
"Agriculture, Forestry, Fishing and Hunting",90772.42
Manufacturing,142072.5
Services Providers,77904.83
Services Providers,200000
Manufacturing,185714.28
Wholesale & Trade,85714.26
Construction,560812
Manufacturing,507936.48
Wholesale & Trade,129592.18
"Agriculture, Forestry, Fishing and Hunting",85714.32
Manufacturing,214285.7
Construction,114285.68
"Agriculture, Forestry, Fishing and Hunting",428571.44
Services Providers,127194
Wholesale & Trade,117000
Wholesale & Trade,169346.31
Manufacturing,140000
Wholesale & Trade,4333334
Services Providers,266691
Manufacturing,1082017
Services Providers,2068636
Services Providers,85714.26
Services Providers,85714.28
Manufacturing,142857.14
Services Providers,153644.35
Services Providers,554126.46
Construction,369575.88
Construction,4300343.99
Manufacturing,18560.71
Services Providers,68309.07
Services Providers,169712
Services Providers,85714.32
Services Providers,28571.4
Services Providers,104000
Construction,14285.72
Manufacturing,187857.13
Construction,70559
Services Providers,139017.86
Construction,625000
Manufacturing,166666.68
Services Providers,452309
Manufacturing,92514
Manufacturing,833333.34
Wholesale & Trade,970111.26
Manufacturing,474344.51
Wholesale & Trade,68599.37
Services Providers,2549609
Services Providers,142857.12
Construction,254976
Manufacturing,1751602
Construction,873960
Services Providers,280982.25
Services Providers,100000
Manufacturing,266666.67
Services Providers,124130.58
Construction,54297
Construction,30515.2
Manufacturing,59868
Services Providers,71428.56
Construction,500000.04
Wholesale & Trade,177239.98
Wholesale & Trade,327497.6
Services Providers,506228.42
Construction,155926.86
Construction,2041569
Services Providers,66822.42
Services Providers,54512.02
Services Providers,290655.54
Wholesale & Trade,110957
Manufacturing,65358
Manufacturing,57142.84
Services Providers,281942
Services Providers,745181.32
Services Providers,436521
Services Providers,1045873.73
Services Providers,28571.43
Manufacturing,11500
Manufacturing,24907.14
Construction,95338.65
Manufacturing,20929
Wholesale & Trade,85714.32
Wholesale & Trade,131174.02
Construction,70454.49
Manufacturing,140000
Services Providers,387642.66
Wholesale & Trade,184715
Services Providers,142857.12
"Agriculture, Forestry, Fishing and Hunting",250000
Manufacturing,114285.72
Construction,397164
Manufacturing,375774.35
Wholesale & Trade,530222.22
Construction,119571.43
Services Providers,61803.9
Construction,276063.88
Services Providers,98409
Services Providers,114766.84
Construction,287156
Manufacturing,677581.22
Construction,73760
Manufacturing,100000.02
Manufacturing,900000
Services Providers,200019.07
Services Providers,94186
Services Providers,1750346.5
Construction,267857.13
Services Providers,7944
Manufacturing,90965.29
Services Providers,570916.23
Services Providers,74778
Manufacturing,824970.19
Construction,605928
Services Providers,99173.43
Services Providers,149921
Manufacturing,46361.75
Manufacturing,145000
Manufacturing,142857.16
Manufacturing,61582.7
Wholesale & Trade,81858.79
Construction,82358
"Agriculture, Forestry, Fishing and Hunting",909140.61
Services Providers,44627
Wholesale & Trade,292489
Manufacturing,71428.58
Construction,96956.13
Wholesale & Trade,191259
Services Providers,622801
Construction,43544.9
Construction,51840
Construction,130464.92
Manufacturing,232142.86
Manufacturing,243642.68
Wholesale & Trade,50000
Construction,85714.28
Services Providers,214285.7
Services Providers,315554.7
Construction,123439.56
Manufacturing,205897.55
Manufacturing,685317.89
Manufacturing,34074.97
Services Providers,152476.43
Services Providers,38095.24
Manufacturing,664065
Manufacturing,136332
Manufacturing,91646.76
Manufacturing,240632.31
Services Providers,192000
Wholesale & Trade,454545.5
Services Providers,134578
Services Providers,84345.06
Services Providers,1604286.75
Services Providers,468460.35
Services Providers,100000
Services Providers,108190.75
Wholesale & Trade,1147760.17
Services Providers,12444
"Agriculture, Forestry, Fishing and Hunting",571428.56
Manufacturing,557389.31
Services Providers,99228.09
Services Providers,150000
Wholesale & Trade,275645.39
Construction,416666.66
Manufacturing,20878
Manufacturing,69532
Manufacturing,133333.29
Wholesale & Trade,181658
"Agriculture, Forestry, Fishing and Hunting",85714.32
Services Providers,333333.36
Wholesale & Trade,35714.28
Services Providers,266398
Construction,45000
Services Providers,111232.14
Manufacturing,17754
Manufacturing,333333.36
Construction,45477
Services Providers,55128
Services Providers,28417
Construction,142857.12
Manufacturing,333333.32
Manufacturing,94630.37
Manufacturing,185714.28
Construction,73272
Construction,61056.2
Services Providers,252744
Manufacturing,169324.18
Manufacturing,45000
Services Providers,164652.76
Wholesale & Trade,198270.53
Wholesale & Trade,66603.88
Services Providers,902213
Wholesale & Trade,982320.35
Manufacturing,66142.86
Wholesale & Trade,213936.66
Construction,8651.92
Services Providers,141883.81
Services Providers,57142.86
Services Providers,118486.63
Services Providers,140665
Construction,142857.12
Manufacturing,214285.76
Services Providers,52466.91
Construction,233171.2
Wholesale & Trade,44704.88
Manufacturing,206827
Services Providers,236098.68
Manufacturing,571428.56
Services Providers,204357.9
Services Providers,142857.12
Manufacturing,534275
Construction,105000
Construction,71000
Services Providers,22000
Wholesale & Trade,741000
Services Providers,264542.59
Manufacturing,49661.81
Manufacturing,168362.62
Wholesale & Trade,142857.12
Services Providers,166092.6
Services Providers,205967.6
Manufacturing,371723.13
Services Providers,71428.56
Services Providers,107213.37
Construction,286665.68
Services Providers,3155524
Construction,51966
Services Providers,577698
Construction,171363
Construction,52513
Manufacturing,85714.32
Wholesale & Trade,315005.51
Construction,104940.4
Services Providers,91454
Services Providers,264849
Services Providers,285714.28
Manufacturing,16065
Manufacturing,389668
Wholesale & Trade,1088190.48
Manufacturing,106316.64
Services Providers,938760
Manufacturing,243352.94
Services Providers,1078047.6
Construction,666507
Construction,64766
Services Providers,552334
Wholesale & Trade,127304.79
Manufacturing,103507.21
Wholesale & Trade,261142.85
Services Providers,60003
Manufacturing,252685.88
Construction,300000
Construction,607836
Manufacturing,200000
Manufacturing,99999.99
Services Providers,147646
Services Providers,22000
Services Providers,151734
Construction,40142.4
"Agriculture, Forestry, Fishing and Hunting",24000
Construction,80000
Construction,1750619
"Agriculture, Forestry, Fishing and Hunting",409727.17
Services Providers,1193189
Construction,1530277
Construction,33071
Services Providers,82428.58
Services Providers,42857.14
Services Providers,57142.86
Manufacturing,83333.34
Manufacturing,142857.18
Services Providers,452559
Services Providers,137705.4
Services Providers,175459.63
Manufacturing,17064
Manufacturing,57142.86
Wholesale & Trade,2137260
Services Providers,198196
Construction,180266
Services Providers,543533
Services Providers,1511634
Construction,280180
Manufacturing,785714.28
Manufacturing,100000
Wholesale & Trade,500000
Services Providers,33602
Construction,166666.67
Services Providers,80000
Wholesale & Trade,25714.28
Services Providers,500000
Manufacturing,1149540.33
Construction,646464
Manufacturing,480734.15
Construction,1419198.99
Wholesale & Trade,143808.58
Services Providers,55031.86
Services Providers,77000
Manufacturing,221643.86
Construction,249500
Services Providers,550063
Wholesale & Trade,114285.68
Construction,566666.64
Services Providers,160000
Services Providers,357142.88
Construction,583333.33
Manufacturing,80135
Services Providers,71428.56
Wholesale & Trade,951.44
Manufacturing,209943.42
Construction,644075
Services Providers,1277975
Services Providers,71428.56
Wholesale & Trade,40939
Services Providers,1322464
Services Providers,41330
Wholesale & Trade,32760.44
Services Providers,2169818.9
Manufacturing,29289.33
Wholesale & Trade,285714.32
Services Providers,250000
Services Providers,285714.3
Services Providers,42857.16
Wholesale & Trade,71428.56
Services Providers,66919.71
Services Providers,508344.43
Services Providers,107142.84
Wholesale & Trade,428571.45
Services Providers,66666.64
Manufacturing,120418.03
Services Providers,214285.68
Manufacturing,626529.43
Manufacturing,171779.59
Wholesale & Trade,217518.62
Wholesale & Trade,214285.68
Services Providers,565870
Services Providers,100987
Manufacturing,608448.57
Manufacturing,83625.18
Services Providers,1169726
Services Providers,353823
Services Providers,300000
Services Providers,200000
Services Providers,133333.33
Services Providers,1128180
Manufacturing,45000
Services Providers,138000
Wholesale & Trade,214285.68
Construction,151558.44
Services Providers,158776.27
Manufacturing,189499.99
Construction,264738
Construction,25000
Manufacturing,400000
Construction,622307
Construction,3651115
Services Providers,1398181
Services Providers,766338.3
Construction,114285.69
Manufacturing,75161
Services Providers,158366
Services Providers,710745.76
Manufacturing,415000
Manufacturing,74444
Wholesale & Trade,147128
Services Providers,41167
Services Providers,43502.45
Wholesale & Trade,554145.45
Manufacturing,546263.79
Services Providers,180423.03
Manufacturing,78751
Construction,634227.99
Services Providers,199995
Services Providers,410746.52
Manufacturing,71428.56
Services Providers,43884
Services Providers,66666.64
Manufacturing,1746552
Construction,366666.64
Construction,282421.82
Services Providers,14285.71
Services Providers,58333.33
"Agriculture, Forestry, Fishing and Hunting",357142.88
Wholesale & Trade,100000
Manufacturing,14492.06
Construction,57119
Services Providers,57894
Construction,58848
Manufacturing,19047.62
Manufacturing,26000
Manufacturing,258887.67
Services Providers,104568
Services Providers,8166.85
Manufacturing,206656
Manufacturing,146795.77
Wholesale & Trade,15844
Manufacturing,5688
Construction,65248.44
Services Providers,117154.25
Construction,216462
Services Providers,197182.3
Services Providers,636679
"Agriculture, Forestry, Fishing and Hunting",13272
Wholesale & Trade,222222.22
Manufacturing,3792
Manufacturing,428571.45
Construction,29589
Manufacturing,116166
Manufacturing,166666.68
Wholesale & Trade,100000
Manufacturing,400000.02
Services Providers,83333.36
Manufacturing,59124
Manufacturing,142857.12
Manufacturing,28351
Wholesale & Trade,333333.36
Services Providers,225272.02
Manufacturing,246984.12
Services Providers,166666.68
Wholesale & Trade,214285.72
Wholesale & Trade,806625
Services Providers,52661
Manufacturing,400000
Services Providers,232659.18
Construction,71428.56
Wholesale & Trade,114285.68
Manufacturing,31965.42
Manufacturing,114285.7
Services Providers,357142.88
Services Providers,71428.56
Services Providers,303262
Services Providers,128571.42
"Agriculture, Forestry, Fishing and Hunting",114285.72
Wholesale & Trade,114285.72
Wholesale & Trade,3979
Manufacturing,1037057.71
Wholesale & Trade,105603.31
Construction,1268455
Services Providers,294000
Services Providers,6909.16
Wholesale & Trade,521561.59
Services Providers,121121.34
Services Providers,327945
Construction,214285.7
Construction,133792
Manufacturing,252589
Services Providers,205803.09
Services Providers,96221.61
Construction,1786774
Services Providers,88343
"Agriculture, Forestry, Fishing and Hunting",261114.69
Wholesale & Trade,1000000
Manufacturing,633794.62
Manufacturing,347100.4
Construction,833333
Construction,80906.56
Construction,386808.45
Services Providers,320597.41
Wholesale & Trade,44873
Construction,42240
Services Providers,171428.56
Services Providers,81015.45
"Agriculture, Forestry, Fishing and Hunting",877492.76
Services Providers,361527
Manufacturing,332117
Services Providers,89587.51
Services Providers,155844.16
Manufacturing,247553
Wholesale & Trade,221542
Services Providers,333333.35
Services Providers,40816.35
Wholesale & Trade,207025.95
Manufacturing,45435
"Agriculture, Forestry, Fishing and Hunting",5934410.25
Manufacturing,200554.63
Manufacturing,186662.71
Services Providers,36465
Construction,101458.24
Manufacturing,271801.01
Services Providers,128268
Services Providers,91839
Services Providers,192718.79
Wholesale & Trade,22857.14
Wholesale & Trade,15826
Services Providers,200000
Wholesale & Trade,397145
Manufacturing,45498
Wholesale & Trade,126006.68
Services Providers,66666.66
Construction,486571
Services Providers,88561
Manufacturing,114285.68
Services Providers,31116
Construction,298341.75
Wholesale & Trade,88920
Wholesale & Trade,833333.35
Services Providers,83333.32
Services Providers,50000
"Agriculture, Forestry, Fishing and Hunting",71428.56
"Agriculture, Forestry, Fishing and Hunting",399999.99
Wholesale & Trade,90597.43
Services Providers,109693.66
Construction,54466
Manufacturing,68565
Construction,1167019
Construction,57142.86
Manufacturing,700729
Services Providers,140241.83
Manufacturing,128969.39
Wholesale & Trade,29134.02
Wholesale & Trade,60935.39
Manufacturing,133732.1
Wholesale & Trade,411818.64
Services Providers,32403.28
Construction,284235
Manufacturing,189196.21
Services Providers,228717.23
Services Providers,187500
Services Providers,184927.3
Services Providers,187820.32
Services Providers,479089.2
Manufacturing,57142.86
"Agriculture, Forestry, Fishing and Hunting",158271.83
Services Providers,114285.68
Manufacturing,122027.42
Manufacturing,119753.44
Construction,418924.16
Construction,754288.05
"Agriculture, Forestry, Fishing and Hunting",379196
Manufacturing,43864
Manufacturing,173608.97
Services Providers,332770.94
Services Providers,100000
Construction,600000
Manufacturing,40601
Services Providers,1008338.8
Services Providers,158465
Services Providers,357955
Construction,400000
Services Providers,110000
Services Providers,166666.68
Services Providers,190840.56
Construction,51207.08
Manufacturing,578459
Construction,265767.59
Services Providers,161424.4
Manufacturing,96285.43
Services Providers,142588.32
Manufacturing,78020.92
Manufacturing,104485.02
Wholesale & Trade,28571.43
Services Providers,94285.74
Construction,129093.01
Manufacturing,418163.25
Wholesale & Trade,357142.85
Services Providers,178017
Wholesale & Trade,541032.24
Construction,150318.6
Manufacturing,85714.28
Services Providers,238095.25
Construction,37552.55
Services Providers,104040.16
Manufacturing,935064.9
Services Providers,148259.56
Wholesale & Trade,287764.66
Manufacturing,457142.84
Construction,1026319
Services Providers,320993
Manufacturing,48754.74
Construction,17963
Manufacturing,27551.63
Construction,207372.9
"Agriculture, Forestry, Fishing and Hunting",9689
Construction,3648939
Services Providers,31457
Wholesale & Trade,268595
Wholesale & Trade,301766
Wholesale & Trade,195178
Services Providers,128404
"Agriculture, Forestry, Fishing and Hunting",95926
Services Providers,22441.2
Services Providers,18534
Services Providers,83333.34
Manufacturing,268532.27
Construction,103831.6
"Agriculture, Forestry, Fishing and Hunting",272727.27
Wholesale & Trade,54240
Services Providers,1182498.8
Services Providers,271812.37
Wholesale & Trade,47925
Services Providers,247010.26
Manufacturing,84355
Wholesale & Trade,127661
Services Providers,196819
Services Providers,71717
Services Providers,298615.16
Construction,243587.89
Wholesale & Trade,115606
Manufacturing,1023201
Manufacturing,501230
Services Providers,92368.83
Construction,224554.92
"Agriculture, Forestry, Fishing and Hunting",7714285.72
Services Providers,48028
Services Providers,367870.75
Services Providers,66734.28
Services Providers,50000.01
Construction,128571.44
Services Providers,346985.65
Services Providers,100000
Wholesale & Trade,285714.32
Manufacturing,114285.68
Wholesale & Trade,57142.88
Services Providers,646494.75
Wholesale & Trade,271074.17
Services Providers,424641
Services Providers,28571.43
Construction,405023.23
Manufacturing,171428.56
Construction,833333.34
Construction,1884968.88
Manufacturing,142857.12
Manufacturing,57142.89
Services Providers,85714.32
Manufacturing,1190867.17
Construction,416666.65
Wholesale & Trade,620000
Manufacturing,3556500.01
Construction,133333.3
Services Providers,339000
Construction,500000
Construction,429646.88
Wholesale & Trade,281679.91
Services Providers,234783.72
Manufacturing,2152499.98
Services Providers,556921.82
Services Providers,83333.32
Services Providers,15873
Services Providers,73000
Services Providers,58939
Manufacturing,30000
Construction,57142.84
Manufacturing,267344.29
Wholesale & Trade,311859.16
Manufacturing,223631
Services Providers,602800
Services Providers,95961.54
Manufacturing,49210
Services Providers,340646
Services Providers,466841
Services Providers,500666.65
Services Providers,232485.97
Services Providers,153177.4
Manufacturing,254017
Wholesale & Trade,613230.98
Construction,68845
Manufacturing,150766.31
Services Providers,310620
Wholesale & Trade,212987.22
Services Providers,491963
Manufacturing,264983.21
Services Providers,100000
Services Providers,171572.27
Construction,283333.32
"Agriculture, Forestry, Fishing and Hunting",266666.68
Services Providers,57142.84
Services Providers,266666.67
Wholesale & Trade,285714.27
Manufacturing,174944.81
Manufacturing,110018
Manufacturing,1350472.87
Construction,121888
Services Providers,941600.91
"Agriculture, Forestry, Fishing and Hunting",2853522.04
Services Providers,2023763
Construction,107664
Services Providers,37158.99
Services Providers,2646781.12
Services Providers,411007.78
Construction,1439238
Services Providers,79080
Manufacturing,503068.04
Services Providers,2411187
Services Providers,71428.58
Wholesale & Trade,57142.84
Manufacturing,71428.56
Services Providers,57142.88
Construction,500000
Services Providers,114285.7
Services Providers,811317.6
Manufacturing,111101.37
Services Providers,108333.33
Wholesale & Trade,100000
Services Providers,1166666.64
Services Providers,208333.33
Services Providers,1597714
Manufacturing,404075.46
Wholesale & Trade,187757.71
Construction,85625
Services Providers,465470.5
Services Providers,777776.73
Manufacturing,245187
Services Providers,1748664
Wholesale & Trade,66939.36
Construction,78182
Services Providers,68583
Services Providers,71223.55
Services Providers,34079.95
Construction,443739
Manufacturing,23790
Construction,76041.92
Construction,497896
Manufacturing,137459
Services Providers,167360.48
Services Providers,33460
Services Providers,275201
Manufacturing,161488.12
Services Providers,19771
Manufacturing,285714.32
Manufacturing,428571.45
Services Providers,16000
Manufacturing,60000
Manufacturing,66187
Services Providers,214605.99
Services Providers,286933
Wholesale & Trade,510932.47
Manufacturing,564910.31
Services Providers,125000
Services Providers,693384
Services Providers,49000
Wholesale & Trade,139499.99
Manufacturing,200000
Services Providers,402851
Manufacturing,172000
Services Providers,66466.24
Wholesale & Trade,180888.57
Services Providers,1088511.86
Manufacturing,539251
Services Providers,276113.64
Services Providers,345027
Construction,204334.62
